C420,C432,C450,C525a
1.12737099199746,1.09139085487223,1.40169502708722,1.20228729638799
1.04650215380352,1.04136343651119,1.25937282975411,1.17048655260329
1.05694946627922,1.01869109516301,1.14686120168455,1.18495033283257
1.07594263756621,1.07009549369585,1.12911692603705,1.12023052779943
1.04528407774468,1.11235122274848,1.40676557708522,1.21725007576367
1.0330802872391,1.11885128441363,1.12348978456538,1.15654187314869
1.01962997242346,1.10552225092424,1.09977227331971,1.21014567434982
1.07470985637518,1.0846188540098,1.42973400437486,1.11388769737357
1.09408276527223,1.12851834511367,1.01717439368128,1.24373325851183
1.15213676870641,1.17062004626478,1.10201025928991,1.21916506477335
1.09748093325464,1.14206761814734,1.12095149073408,1.15541861971739
1.11922915519494,1.07257488303169,1.40158643830368,1.28418291745142
1.06585560526693,1.12361197915129,1.07740942769861,1.23330359490929
1.05611206165535,1.16350532794749,1.23603935947428,1.1462882148787
1.10888881886092,1.13921959310318,1.43208971642824,1.14982566758239
1.08779482245047,1.16795207810604,1.10773698873275,1.09227773149674
1.08192649343871,1.06910765891666,1.00315289562007,1.23936657225175
1.09444890786957,1.05229995087738,1.21762679413236,1.05913972169307
1.09132441795121,1.1025306144558,1.0942851772626,1.19475605635214
1.01659253531007,1.08727056117828,1.37162490521639,1.17792450524355
1.03810537597955,1.19594821108261,1.39744101871602,1.07314323187404
1.06824692085669,1.13360656309689,1.14919689957444,1.27073190307114
1.09324020233364,1.1384993982536,1.42800782940991,1.30275898045889
1.01007747911094,1.18029345012002,1.07261876624507,1.23148410177476
1.05035397008603,1.05303561260725,1.22013333170088,1.25121445390606
1.06067033899109,1.05833855985934,1.01831033265591,1.24229087410596
1.06532408567968,1.05873676797714,1.08148052280256,1.22833953100096
1.03826097637993,1.16477945224092,0.993590110405917,1.12152548255702
1.05039998814207,1.07811092443753,1.07376374628243,1.23008155766556
1.07573256136615,1.1856638529376,1.28183606970716,1.24914453593277
1.10757647548251,1.18624021313285,1.0164142806138,1.25625074862711
1.15900061003438,1.14867384055887,1.12073743737479,1.04628197709222
1.04694006978873,1.13624763031276,1.16022297917285,1.35663665846388
1.09556734854422,1.16347868084001,1.05055774915858,1.18305750100911
1.10677665584823,1.15753814065405,1.05354257729333,1.24859535771305
1.08982879722961,1.13814612343162,1.00246182287062,1.31882965830839
1.08016693203568,1.178778421211,1.08557575404475,1.31075446614286
1.1360390257907,1.04589445199551,1.10812183618289,1.25930487869689
1.14602145502294,1.13893980787066,1.42499239076343,1.14756024240994
1.02397071135304,1.17590549732452,1.14314645017635,1.24159844168028
1.1361615067297,1.1631446646778,1.14771143918243,1.30407182242539
1.07396567702043,0.995667288711802,1.39962843696462,1.03819157447811
1.08392246907619,1.15611881874296,1.07570585057213,1.10726217104888
1.058895171197,1.15716488115132,1.2077261740081,1.03174343930053
1.11146490487713,1.17226108205383,1.07697121135878,1.20325555543803
1.09708132731624,1.04594100326869,1.10708364140218,1.12348439681769
1.12934211941506,1.15952914863701,1.10317859932968,1.31126351677865
